epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4430199861526489,1.8955374956130981,0.001,0.6107000112533569,1.2639919519424438
1,0.6075999736785889,1.2373974323272705,0.001,0.6611999869346619,1.1113287210464478
2,0.6668000221252441,1.0648549795150757,0.001,0.7014999985694885,1.0139050483703613
3,0.7005199790000916,0.9711241126060486,0.001,0.6887999773025513,1.085019826889038
4,0.7262200117111206,0.9142604470252991,0.001,0.7556999921798706,0.8370754718780518
5,0.741919994354248,0.8788342475891113,0.001,0.7265999913215637,0.950932502746582
6,0.7539200186729431,0.8495450615882874,0.001,0.7687000036239624,0.8259819149971008
7,0.7637199759483337,0.8295563459396362,0.001,0.73580002784729,0.9182321429252625
8,0.7709000110626221,0.8072094321250916,0.001,0.7523999810218811,0.9024171829223633
9,0.7742599844932556,0.8008229732513428,0.001,0.8176000118255615,0.6886886954307556
10,0.7818999886512756,0.7903319597244263,0.001,0.8012999892234802,0.7493301630020142
11,0.7857000231742859,0.7798125147819519,0.001,0.7972999811172485,0.767267644405365
12,0.791159987449646,0.766955554485321,0.001,0.7703999876976013,0.8673309683799744
13,0.7946000099182129,0.7633252143859863,0.001,0.8021000027656555,0.750432550907135
14,0.7979000210762024,0.751925528049469,0.001,0.8230000138282776,0.6954703330993652
15,0.8005599975585938,0.745926558971405,0.001,0.8174999952316284,0.7073858976364136
16,0.8013200163841248,0.747443437576294,0.001,0.8058000206947327,0.7492531538009644
17,0.8046000003814697,0.7386111617088318,0.001,0.7936000227928162,0.8012763261795044
18,0.8070999979972839,0.7334032654762268,0.001,0.8338000178337097,0.669059157371521
19,0.8093799948692322,0.7309355735778809,0.001,0.8162000179290771,0.7188724875450134
20,0.8083199858665466,0.7292804718017578,0.001,0.84170001745224,0.6424543261528015
21,0.8118000030517578,0.7255919575691223,0.001,0.8125,0.7415890693664551
22,0.8130599856376648,0.718420147895813,0.001,0.8179000020027161,0.7038236260414124
23,0.8139200210571289,0.7206080555915833,0.001,0.8371999859809875,0.668722927570343
24,0.8143799901008606,0.7200031280517578,0.001,0.8277000188827515,0.7039399147033691
25,0.8153600096702576,0.71689373254776,0.001,0.8389999866485596,0.6599900126457214
26,0.8194599747657776,0.7116007208824158,0.001,0.8155999779701233,0.729407787322998
27,0.8185399770736694,0.7060191631317139,0.001,0.8452000021934509,0.6427066922187805
28,0.8184400200843811,0.7081500291824341,0.001,0.8198000192642212,0.736569881439209
29,0.8213599920272827,0.7065288424491882,0.001,0.7900000214576721,0.8353467583656311
30,0.8201199769973755,0.7066566348075867,0.001,0.8296999931335449,0.6958158612251282
31,0.8232200145721436,0.7023589015007019,0.001,0.8287000060081482,0.7107231020927429
32,0.8234599828720093,0.7011871337890625,0.001,0.8407999873161316,0.657036542892456
33,0.821399986743927,0.7057385444641113,0.001,0.8447999954223633,0.654350996017456
34,0.824679970741272,0.695949137210846,0.001,0.8510000109672546,0.6398195028305054
35,0.8282399773597717,0.6907030344009399,0.001,0.8112000226974487,0.7760564684867859
36,0.8261600136756897,0.6942163109779358,0.001,0.8515999913215637,0.6362420916557312
37,0.8259199857711792,0.6948161721229553,0.001,0.830299973487854,0.6919533014297485
38,0.8283799886703491,0.6929284930229187,0.001,0.842199981212616,0.6598440408706665
39,0.8262400031089783,0.6940118074417114,0.001,0.8349999785423279,0.6710894107818604
40,0.8464400172233582,0.6324376463890076,0.0005,0.8639000058174133,0.5914604067802429
41,0.8511000275611877,0.6108131408691406,0.0005,0.8586000204086304,0.595619797706604
42,0.8516200184822083,0.600093424320221,0.0005,0.8567000031471252,0.5998088121414185
43,0.8558800220489502,0.5873591899871826,0.0005,0.859000027179718,0.586250364780426
44,0.8556399941444397,0.5814972519874573,0.0005,0.8608999848365784,0.5748187899589539
45,0.8539000153541565,0.5816149711608887,0.0005,0.8665000200271606,0.562675416469574
46,0.8578799962997437,0.5676499009132385,0.0005,0.8748000264167786,0.5425518751144409
47,0.8564800024032593,0.5660618543624878,0.0005,0.8589000105857849,0.5802221894264221
48,0.8604599833488464,0.562024712562561,0.0005,0.8618999719619751,0.5624240040779114
49,0.858240008354187,0.5607015490531921,0.0005,0.8546000123023987,0.6034849882125854
50,0.8596799969673157,0.5535284280776978,0.0005,0.8673999905586243,0.5558227896690369
51,0.8608599901199341,0.5533369183540344,0.0005,0.8511999845504761,0.6194015741348267
52,0.85971999168396,0.553850531578064,0.0005,0.8618999719619751,0.5659537315368652
53,0.859499990940094,0.5522908568382263,0.0005,0.8414999842643738,0.6277201771736145
54,0.8608800172805786,0.5480051040649414,0.0005,0.8730999827384949,0.5166416168212891
55,0.860480010509491,0.5467715859413147,0.0005,0.8615000247955322,0.5677323937416077
56,0.8593000173568726,0.5475688576698303,0.0005,0.8414000272750854,0.6160988211631775
57,0.8608999848365784,0.5436896085739136,0.0005,0.8583999872207642,0.5667576193809509
58,0.8604199886322021,0.5450130701065063,0.0005,0.8665000200271606,0.5537847876548767
59,0.8604400157928467,0.5456283688545227,0.0005,0.8675000071525574,0.5345004796981812
60,0.8636199831962585,0.538112998008728,0.0005,0.866599977016449,0.5468329191207886
61,0.861739993095398,0.5430060029029846,0.0005,0.8743000030517578,0.5231409072875977
62,0.8627600073814392,0.5369436740875244,0.0005,0.8636999726295471,0.5456972122192383
63,0.8641200065612793,0.5338654518127441,0.0005,0.8492000102996826,0.6051651239395142
64,0.861840009689331,0.5371410250663757,0.0005,0.8447999954223633,0.6079316139221191
65,0.8623600006103516,0.5357891321182251,0.0005,0.8722000122070312,0.5212752223014832
66,0.8638799786567688,0.5373255014419556,0.0005,0.8603000044822693,0.5613287091255188
67,0.8631399869918823,0.5330602526664734,0.0005,0.8677999973297119,0.5432262420654297
68,0.8628000020980835,0.5333102941513062,0.0005,0.8633999824523926,0.5433503985404968
69,0.863099992275238,0.5311900973320007,0.0005,0.8634999990463257,0.5643213391304016
70,0.8626800179481506,0.5348861813545227,0.0005,0.8543000221252441,0.5809267163276672
71,0.8663399815559387,0.5257084369659424,0.0005,0.8521000146865845,0.5866400599479675
72,0.864080011844635,0.5310541391372681,0.0005,0.8693000078201294,0.5337582230567932
73,0.8656399846076965,0.5261158347129822,0.0005,0.8651000261306763,0.551094114780426
74,0.8637999892234802,0.5298255681991577,0.0005,0.8655999898910522,0.5338475108146667
75,0.8636800050735474,0.5308616757392883,0.0005,0.8740000128746033,0.5230509042739868
76,0.8752999901771545,0.4993322789669037,0.00025,0.8804000020027161,0.5001648664474487
77,0.8802400231361389,0.4819552004337311,0.00025,0.8737000226974487,0.5235757827758789
78,0.880299985408783,0.47571200132369995,0.00025,0.8795999884605408,0.5061245560646057
79,0.8822199702262878,0.47247180342674255,0.00025,0.8833000063896179,0.4949274957180023
80,0.881879985332489,0.4682369530200958,0.00025,0.8788999915122986,0.5068617463111877
81,0.8831599950790405,0.46368929743766785,0.00025,0.8788999915122986,0.4924302101135254
82,0.8840600252151489,0.4601266086101532,0.00025,0.8833000063896179,0.4785435199737549
83,0.8858799934387207,0.45518746972084045,0.00025,0.8726999759674072,0.5101165771484375
84,0.8848599791526794,0.45445704460144043,0.00025,0.8766999840736389,0.49671098589897156
85,0.8859999775886536,0.4503307044506073,0.00025,0.8730000257492065,0.5193408131599426
86,0.8888400197029114,0.4477229714393616,0.00025,0.8798999786376953,0.48730674386024475
87,0.8863000273704529,0.44801878929138184,0.00025,0.8860999941825867,0.46545836329460144
88,0.8860200047492981,0.4500088691711426,0.00025,0.8804000020027161,0.4768645465373993
89,0.8875200152397156,0.44106757640838623,0.00025,0.8755000233650208,0.4979284703731537
90,0.8850200176239014,0.4448798894882202,0.00025,0.8828999996185303,0.4793142080307007
91,0.8856599926948547,0.44511160254478455,0.00025,0.8805000185966492,0.49938666820526123
92,0.8859400153160095,0.44415444135665894,0.00025,0.8823999762535095,0.4742077589035034
93,0.8867400288581848,0.44240090250968933,0.00025,0.8849999904632568,0.4796521067619324
94,0.8924599885940552,0.42161616683006287,0.000125,0.8831999897956848,0.48202401399612427
95,0.8947799801826477,0.4130231738090515,0.000125,0.8912000060081482,0.44794949889183044
96,0.8949599862098694,0.41326645016670227,0.000125,0.8901000022888184,0.4561016261577606
97,0.897599995136261,0.4069155156612396,0.000125,0.8837000131607056,0.4740317761898041
